Sample Index,Is OOD,Mahalanobis Distance
168,False,2.060789778384078
169,False,1.7778621274946433
170,False,2.4221863917871107
171,False,1.747787560925516
172,False,2.641783609670402
173,False,4.678087214276256
174,False,1.8882312358353972
175,False,3.50512589124696
176,False,2.4371563921070725
177,False,1.9002293403068717
178,False,2.4918320708315993
179,False,2.744586076704458
180,False,2.798828655762122
181,False,1.806783778898438
182,False,2.8464604388103867
183,False,1.3985629624118132
184,False,2.6099800560785282
185,False,2.760690500494815
186,False,2.2142255765650494
187,False,1.6423736742654784
188,False,1.6116578160372546
189,False,2.3608525978741284
190,False,2.532689135291276
191,False,1.7333535587585205
192,False,2.5434312791325713
193,False,2.223410095517761
194,False,2.333998979302544
195,False,1.9415257582220142
196,False,1.336445781748439
197,False,2.92340444358242
198,False,2.066351484993229
199,False,2.899706009096848
200,False,3.2603920025077135
201,False,3.399295811957569
202,False,1.6576560947530852
203,False,2.172794064073271
204,False,3.4379763458744645
205,False,1.714980185510079
206,True,6.9883688517091365
207,False,2.2990467401919252
208,False,2.812586046793571
209,False,1.6113273740438083
210,True,6.582910070258805
211,False,1.984054550434981
212,False,2.008306818621443
213,False,2.6970158500005996
214,False,2.612147368679058
215,False,1.5870429421656655
216,False,3.0666870979087864
217,False,2.1177112613417486
218,True,7.142313661662582
219,False,2.9554556698881718
220,False,1.7447260879812871
221,False,3.2716554420795165
222,False,3.2410285104143033
223,False,5.147092105421891
224,False,2.7456482830678715
225,False,1.935890485820295
226,False,3.287996301997373
227,False,2.130943746840814
228,False,1.426206716040412
229,False,2.752789275284029
230,False,5.123047965432772
231,False,1.7203637219751067
232,False,5.102558224827845
233,False,2.0419375953857712
234,False,1.564614967080258
235,False,2.7742627551512626
236,False,2.3053271528496198
237,False,1.6394760033562743
238,False,2.9934982219859454
239,False,2.8013530233385664
240,True,9.902046229500364
241,False,1.6629404889683486
242,False,5.364132761799944
243,False,1.6940565990818022
244,True,43.905530941919444
245,False,1.772656653279009
246,False,4.217613357240647
247,False,2.9813104222949747
248,False,1.4524774469684503
249,False,1.460504625991686
250,False,4.730093964962886
251,False,2.218460698027079
252,False,2.053504226396231
253,False,2.1934662208302664
254,False,2.5013991732677656
255,False,1.4499670757579137
256,False,5.137213338675723
257,False,1.5480170297047111
258,False,2.1703884851879756
259,False,3.2176990647022796
260,False,1.990786383675921
261,False,2.015862030317959
262,False,1.9567362744052508
263,False,1.6588786302513503
264,False,3.932984371153428
265,True,18.854515273434796
266,False,2.2508524292827974
267,False,1.8562130190671773
268,False,3.4156697801134883
269,False,2.9865031107961255
270,False,2.4296143904054444
271,False,2.0953490949003166
272,False,2.3030231585895216
273,False,5.506631031771235
274,False,2.4549967857507253
275,False,3.0621658988888973
276,False,2.605093148128413
277,False,1.4371435240871298
278,False,2.240760597040674
279,False,2.0715382847303836
280,False,4.1192695910170425
281,False,2.026301409425342
282,False,2.036124154372376
283,False,2.723488643484274
284,True,6.667930988228965
285,False,3.4051954334802157
286,False,1.8947709319575714
287,False,1.6561264734294605
288,False,2.437034262755757
289,False,2.274304224021432
290,False,4.686052331131465
291,False,2.342052928366834
292,False,2.8615324821401686
293,True,5.890318970383485
294,False,1.741099871546512
295,False,2.7980211124255323
296,False,2.946728833977653
297,False,1.7973837308684992
298,False,3.7679588518923652
299,True,30.306726140402322
300,False,1.9508701996538345
301,True,47.120566591201936
302,False,1.5189059974964416
303,False,1.457266331079665
304,False,2.8958086283594424
305,False,2.038234421731072
306,False,1.583078646621162
307,False,1.6743087183564582
308,False,2.259604131484078
309,False,1.6231111590296055
310,False,1.3057627514503405
311,False,1.363013199375128
312,True,102.6179527937087
313,False,2.0037321334953
314,False,1.9181826804328208
315,False,4.683000293751567
316,False,3.714227546803734
317,False,1.4111071536773805
318,False,1.7768066300155132
319,False,2.7871982921868503
320,False,1.514274718411456
321,False,1.5350459153563383
322,False,1.863180619533641
323,False,3.424088768928445
324,False,2.2738123972549302
325,False,1.679027991022353
326,False,1.8600952205845636
327,False,2.2490728641085123
328,True,11.694875355585959
329,False,2.7913226124118484
330,False,2.552811537309181
331,False,1.5170795394972643
332,False,2.79619717690529
333,False,4.15783295994058
334,False,3.045638840995162
335,False,2.16503685346359
336,False,2.6408970410463524
337,False,2.4014454325288774
338,True,8.44426261272953
339,False,1.5137091347657894
340,False,4.200948795681721
341,False,1.9477586502128172
342,False,1.7193691300614924
343,False,3.2498345575537666
344,False,2.7309113767213997
345,False,2.6404276895099366
346,False,1.7888220036184002
347,False,4.053610614938344
348,False,1.9802095884641684
349,False,2.213429504345628
350,False,1.746820168994099
351,False,3.555106481360935
352,False,2.507237391393705
353,True,6.024101488127878
354,False,1.4961427769289595
355,False,1.4499159525329288
356,False,1.5841438210967866
357,False,2.2278699446205827
358,False,3.6165718617821065
359,False,2.185551312275039
360,False,1.7749115294794091
361,False,1.6150237931321645
362,False,1.4231340442898197
363,False,1.4915388611625975
364,False,1.528612904460989
365,False,1.505511356501208
366,False,2.2551891553227006
367,False,3.9885693318088875
368,False,1.8541763166902605
369,False,2.715932279906597
370,False,1.6232204940862809
371,False,2.6807185835902687
372,False,2.7305706561200065
373,False,2.71858936734311
374,False,2.6002118867030584
375,False,1.5145870556343959
376,False,1.7633492417238839
377,False,1.8127905688033186
378,False,1.4148150602797953
379,False,2.2592362418586656
380,False,2.484706298538241
381,True,33.11087368306532
382,False,1.8022962572212864
383,False,3.9321384286709766
384,False,1.989754762753877
385,False,2.9657879893964454
386,False,1.5812449656296386
387,False,1.5322313909377767
388,False,1.9729660009461607
389,False,3.7078755787450497
390,False,2.3054565915593357
391,False,2.63467378530598
392,False,3.8023941891160904
393,False,2.354182255491177
394,False,2.221917804525758
395,False,2.6989657181908084
396,False,3.815161313163858
397,False,2.924385534311747
398,False,2.081237129654219
399,False,2.1035903721905953
400,False,1.685637044608331
401,False,1.6110208831783666
402,False,2.2530319939695684
403,False,2.296251838793293
404,False,2.4344102339886833
405,False,4.408942646819925
406,False,2.443469863983014
407,False,3.5456251767352795
408,False,2.7595519192666433
409,False,2.0080261483768136
410,False,2.1413687388510914
411,False,2.2439421058344395
412,False,1.7863533052151037
413,False,1.7565755349290408
414,False,1.4637212247628981
415,False,2.166958354357238
416,False,1.6510277454399933
417,False,2.168450300725362
418,False,5.114399398959302
419,False,1.7744031907897906
420,False,3.055258388097412
421,False,2.0707446123159903
422,False,2.8554798818365685
423,False,2.070030384220767
424,False,2.9766684117902695
425,False,1.7529331548246516
426,False,2.318403288659578
427,False,1.7135469641177006
428,False,1.8742879304665838
429,False,2.607545625841484
430,False,3.0381855435971548
431,False,1.8201844197182515
432,False,2.120285982008616
433,True,7.086967641336699
434,False,2.7666956328566847
435,False,2.279299504439169
436,False,3.68634984636545
437,False,2.190082896421621
438,False,3.1186173324806594
439,False,1.6963881939653853
440,False,2.1742479141598214
441,False,2.655604752929671
442,False,1.5598446215941815
443,False,1.5011242832357148
444,False,2.5776086494963026
445,False,2.8347215085212416
446,False,1.8714811055826
447,False,1.7450779953260915
448,False,3.2870234746266553
449,False,1.7149169878507022
450,False,2.3226637014257596
451,False,1.7131743776174542
452,False,3.116114686936311
453,False,2.1867587202916243
454,False,2.874044045480955
455,False,2.125626761180256
456,False,2.0823105451140536
457,False,1.4835868763882176
458,False,4.208633736915934
459,False,1.6714929124703681
460,False,2.489023967689383
461,False,2.0264926153658127
462,False,2.1988008841679867
463,False,2.1292696467324332
464,False,2.82334248107114
465,False,2.5766573090741915
466,False,2.5551413837730204
467,False,2.3229777198100052
468,False,3.7486542034428165
469,False,1.7253641319984643
470,False,1.3865100005728086
471,False,1.9097171443946606
472,False,1.454910015745024
473,False,2.7028548477041303
474,False,2.7550672357299177
475,False,2.7148787119961364
476,False,2.501659995494066
477,False,1.6700835804123921
478,False,2.9902657324682185
479,False,1.782881772045556
480,True,6.475745458351953
481,False,1.4918513473030535
482,False,5.0598938676079985
483,False,3.2408608248787165
484,False,1.6799391361630054
485,False,4.56964859133437
486,False,2.0682890305940207
487,False,2.533889514152807
488,False,4.323386506817385
489,False,2.6346203522377483
490,False,2.472720361588072
491,False,2.1298448335352966
492,False,3.0356712728606685
493,False,5.334110637970358
494,False,2.416066869857287
495,False,2.6261487421810292
496,True,15.082875538920042
497,False,4.756457279137729
498,False,3.018788098829556
499,False,3.183737734073238
500,False,2.177214826501375
501,False,2.329380346187662
502,False,1.5865892244062754
503,True,9.575628757107209
504,False,1.526882958882164
505,False,2.0175455891587655
506,False,1.8843845510038042
507,False,2.4381501568509845
508,False,3.6285829268645613
509,False,2.1618352346251033
510,False,2.7912783186559076
511,False,2.0075486490898378
512,False,1.7152854991825794
513,False,2.6744244503348886
514,False,1.8350345058771582
515,False,2.318382179253109
516,True,8.947269542189733
517,False,2.3060981170299626
518,False,2.880029243057177
519,False,3.5578972181810213
520,False,2.4112308888053566
521,False,1.8709245675341768
522,False,2.049043353769004
523,False,1.5240331931929192
524,False,2.663991355784836
525,False,3.1216853815921795
526,False,2.2208622888829606
527,False,1.3612569628839146
528,False,1.4534938561398751
529,False,1.5628502934882815
530,False,1.674142555914404
531,False,1.8001595916772664
532,False,1.5286748133672248
533,False,2.2984236610104216
534,False,1.6901370625809409
535,True,6.324721433909274
536,False,2.61157585685155
537,False,1.2808245492878865
538,False,2.606138162261039
539,False,3.0951984518549636
540,False,2.1184169863952906
541,False,4.944489222537241
542,True,7.219223256235969
543,False,2.6539350936719543
544,False,3.3071910077450153
545,False,2.6566897957857663
546,False,1.8520700538290835
547,False,4.4870271641664665
548,False,2.0986494113594727
549,False,3.5644170655090672
550,False,2.685405413971066
551,False,1.5123762573105135
552,False,2.836544315647326
553,False,2.778171329301875
554,False,1.4783802896200091
555,False,2.695261656119729
556,False,1.8317995569133338
557,False,1.5526284692412413
558,True,9.41004708701312
559,False,2.093093554888531
560,False,2.609480290376794
561,False,1.79757208854643
562,False,2.7803198326260166
563,False,2.744031585277509
564,False,3.892939434959062
565,False,1.6152085409473789
566,False,4.534944707665155
567,False,3.42159774515776
568,False,1.8478692309698013
569,False,1.719632226263981
570,False,1.539294633075334
571,False,2.565381568431036
572,False,2.361151296821607
573,False,5.4263715074160785
574,False,2.0200686402341974
575,False,1.7573127158333295
576,False,1.8069569267091168
577,False,2.758441397392093
578,False,2.947056706389061
579,False,2.3101228236796763
580,False,2.2055389485799126
581,False,1.7793016017800485
582,False,3.0046631715266425
583,False,4.582701901165688
584,False,4.0425075336999985
585,True,6.0289524537877845
586,False,4.40933577489988
587,False,1.9557873412089608
588,False,2.7697079578746164
589,False,1.4569649519275392
590,False,2.647094700097329
591,True,11.956707453323762
592,False,1.7844246288603238
593,False,2.4632634873517802
594,False,2.5352337452959097
595,False,3.390080785863436
596,False,2.8414883903634163
597,False,1.7961785774686574
598,False,3.8031266974313938
599,False,2.304098888901499
600,False,1.5466834503282116
601,False,1.3369412866519128
602,False,1.56154722051961
603,False,1.82402289550994
604,False,1.6661589934869458
605,False,2.5300190310722237
606,False,5.2349217656587825
607,False,2.29580828681499
608,False,1.6693884499866565
609,False,2.015862408142714
610,False,2.642494315033344
611,False,2.33746460186373
612,False,2.836543539803867
613,True,12.468152957817967
614,False,1.6225013241880808
615,False,4.45679424900952
616,False,3.094333902557083
617,False,5.363491783368592
618,False,2.7631326919973955
619,False,2.0366203037924633
620,False,1.8484414110689105
621,False,3.6511996691848077
622,False,2.335913915032738
623,False,1.996103817660333
624,False,1.4171932550405968
625,False,1.7479635584673128
626,True,10.924195419139206
627,False,1.9380308780529647
628,False,1.9320441342698906
629,False,1.5723544418414492
630,False,1.983836903099654
631,False,4.204862100423226
632,False,1.9994548050941243
633,False,1.6912879515618606
634,False,1.562424538097012
635,False,2.7784120056290376
636,False,3.2007310461260032
637,False,1.3541031529044294
638,False,1.4915083236231053
639,False,4.1862318312150695
640,False,1.4838570029301559
641,False,2.4882175302201888
642,False,4.1195448268338675
643,False,1.7356856928309143
644,False,2.663973438084578
645,False,1.4068800549752454
646,False,5.048928231145497
647,False,1.8246878436944627
648,True,23.27441723354175
649,False,2.2867537347132907
650,False,2.6976918307921696
651,False,1.6955656139173751
652,False,1.4059480779020532
653,False,1.3393339801564512
654,False,1.4049886103185805
655,False,2.3809537969964127
656,False,3.0551675620824836
657,False,1.9051239534419857
658,False,2.0012747139776828
659,False,2.05285965553202
660,True,7.549679709092855
661,False,2.4340839583490306
662,False,1.6198571330639764
663,False,1.5463557239290502
664,False,2.1871474942516835
665,False,4.798193512759355
666,False,1.8090487880024884
667,False,1.2987116413813162
668,False,3.191307891989377
669,False,2.477059730247661
670,False,2.3894069389183406
671,False,3.769339292123499
672,False,2.5300416945472297
673,False,2.2015436862829474
674,False,1.6296702074504488
675,False,2.0571039738455714
676,False,1.5350988234915963
677,False,3.691103364496075
678,False,2.011372989599149
679,False,1.6601518826379444
680,False,3.563064313700602
681,True,7.179172268359338
682,False,2.8538545258067627
683,False,2.1933089594494404
684,False,2.915133315887608
685,False,2.5300331345345723
686,False,1.7096678956411775
687,False,3.427757709984692
688,False,4.889269108569558
689,False,1.4868233877043753
690,False,1.8587922420700491
691,True,13.056669951069331
692,False,2.753252292057973
693,False,3.6975137812101053
694,False,4.823443124632804
695,False,2.7381418934476
696,False,2.7576329751926587
697,False,1.811915782466505
698,False,1.7168015330168949
699,False,1.864202231713292
700,False,3.3430150781729044
701,False,2.548637437756354
702,True,5.9556038393875355
703,False,2.5388041714110847
704,False,2.1717766054072305
705,False,2.8246259756879484
706,False,2.708690694183594
707,False,1.900915063048938
708,False,1.8182997417320432
709,False,1.9468328117929359
710,False,1.7517776426720428
711,False,2.0735299047127373
712,False,2.39205151450398
713,False,1.4226209824581666
714,False,1.5178624912438774
715,True,5.969982463766441
716,False,2.4007073746094756
717,False,2.6613795584760096
718,False,1.546499468846958
719,False,2.922647520361837
720,False,2.461323574800282
721,False,2.3303618153129677
722,False,2.96687240878081
723,False,1.5859403531130662
724,False,2.5535787798141873
725,False,1.8008542243118397
726,False,2.1959551839017037
727,False,1.6029370188604806
728,False,4.1105693213353245
729,False,3.0698718705823573
730,False,2.120070900564492
731,False,2.402692783788733
732,False,2.0908127925087765
733,False,2.1699013852149265
734,False,2.2820455800927912
735,False,2.783636435466631
736,False,3.577538170209202
737,False,2.7920715819998683
738,False,2.0085867780599145
739,False,1.6761038247090587
740,False,2.7023956810803598
741,True,23.21885044300926
742,False,3.51440120167993
743,False,1.6519494028035269
744,False,1.601054279587406
745,False,1.7895508561494506
746,False,1.508457021098708
747,False,2.5800070527271646
748,True,9.293020829453926
749,False,2.239346045781789
750,False,2.330532207058328
751,False,2.693859312737888
752,False,2.533663022400985
753,False,2.332016910800474
754,False,3.616398197605314
755,False,1.4031453740815394
756,False,2.2397208116768392
757,False,1.5366394348961878
758,False,2.311556248902697
759,False,2.4631273360233155
760,False,3.3640223509250973
761,True,6.832014276013413
762,False,1.4340186555336771
763,False,2.2055504327258735
764,False,2.75919638803928
765,False,2.441138228594625
766,False,2.5446745078840225
767,False,2.0822297025569934
768,False,3.08709614463106
769,False,3.2165820566742345
770,False,2.179904747184783
771,False,2.8671733563701247
772,False,2.187027773931545
773,True,6.7807305635722495
774,False,1.931101693275038
775,False,1.4949698403499025
776,False,2.5577347169222904
777,False,2.229449156143786
778,False,1.8564092637598855
779,False,2.4030520819343026
780,False,2.535848757813682
781,False,2.9108285344637097
782,False,3.3416980362414184
783,False,1.981261535527216
784,True,10.919055338766405
785,False,4.587653019476535
786,False,1.8872413559197059
787,False,1.3338110928630607
788,False,1.6352268881187446
789,False,3.722100786861608
790,False,1.6292062828565217
791,False,2.640328440662769
792,False,1.803802101922373
793,False,2.219618674611128
794,False,2.084007724858039
795,False,1.763841659935951
796,False,2.4934443432422544
797,False,2.53922090644324
798,False,2.0382456232528137
799,False,2.4418682131753444
800,True,8.575988025594663
801,False,2.351620728515222
802,False,1.974440709632065
803,False,1.4918055143259445
804,False,3.7110669514197294
805,False,1.945178651685185
806,False,1.7450984781567187
807,False,1.543054689866851
808,True,5.819978420002448
809,False,1.5828241474566656
810,False,4.948487294660573
811,False,2.7132242846022763
812,False,2.5977826103044763
813,False,2.325534994878856
814,False,2.6701177370367337
815,False,1.8406708438489234
816,False,1.500584510654453
817,False,2.557718369870849
818,False,2.387354298355921
819,False,2.2255426609707443
820,False,4.6804569695485165
821,False,1.5155479344342377
822,False,4.6808593296191345
823,False,1.3403512946804055
824,False,1.4582783768047178
825,False,2.2914727140568276
826,False,1.7608058137246447
827,False,3.3126690325754824
828,False,3.9089802150011224
829,False,2.5735559576696723
830,True,8.494291432862756
831,False,4.0066075157712655
832,False,1.8934797772625453
833,False,2.356779760043118
834,False,1.5131834992322744
835,False,1.4958150446954002
836,False,4.3339186716044376
837,False,1.717796338728215
838,False,2.2350763363088317
839,False,1.5742875989446514
840,False,3.5021589791586307
841,False,1.6134571639569073
842,False,2.02936428812086
843,True,8.74273547909744
844,False,2.7091339602511004
845,False,3.8921444986030806
846,False,1.638090010107133
847,False,3.9595295529005443
848,False,2.266135575560728
849,False,1.5523531398105113
850,False,3.6214474850929155
851,False,1.9078650996629847
852,False,2.1438313968358127
853,False,4.2120898499592565
854,False,1.9571157040820728
855,False,1.84509260469728
856,False,1.5840090457227427
857,False,3.7845395529564247
858,False,2.6375678970790974
859,False,1.8705617538551196
860,False,2.4885192782028964
861,False,2.447986588904461
862,True,10.804459549395284
863,False,2.977127240938407
864,False,1.6547509056219356
865,False,2.3925064631287034
866,False,1.5648174386013332
867,False,2.7269050904572625
868,False,2.1640677243945072
869,False,1.813838692281372
870,True,5.857125964361353
871,False,2.8956865103758878
872,False,2.707182446698619
873,False,1.657297690016738
874,False,1.4948923248601462
875,False,2.9492007274063634
876,False,3.8584168739549067
877,False,1.711198733113471
878,False,2.0070443634722683
879,False,1.8106055690149583
880,False,1.5809804923958426
881,False,1.443921700120935
882,False,2.240546500876998
883,True,27.076945620736883
884,False,1.600971239760804
885,False,1.6335526998309728
886,False,2.42087736566859
887,False,2.5691241062826005
888,False,2.2037982893896806
889,False,2.050519189867449
890,False,2.814171176530835
891,False,1.5677038113396915
892,False,3.333941586720947
893,False,1.5484254842791432
894,False,2.7699853153784226
895,False,1.8483757898175555
896,True,5.7070239082924346
897,False,2.1041773519107316
898,False,1.6482313668373128
899,False,2.2224052302208794
900,False,2.614042342592954
901,False,2.243830278031064
902,False,2.467034381379045
903,False,3.613983754736798
904,False,2.425358399136106
905,False,4.383367814437578
906,False,2.369670809325076
907,False,2.2332752506711224
908,False,5.195173716661728
909,True,124.99155889888794
910,False,4.056112109785741
911,False,4.841219390338036
912,False,2.6364124485786933
913,False,1.6210705680006814
914,False,2.4654236479816958
915,False,3.159578131802668
916,True,17.312402032633063
917,False,3.004787645336452
918,False,1.8340911342807162
919,False,2.6023957487930782
920,False,1.9762513980549483
921,False,2.220866471156382
922,False,2.492898760899019
923,False,1.5553544393436982
924,False,1.8132453620090272
925,False,1.8891102353007858
926,False,1.794015131464272
927,False,1.713242529844039
928,False,2.198698172802465
929,False,2.5309693428310416
930,False,1.7952377574404998
931,True,5.7487537360628505
932,False,2.031686862179782
933,False,2.587304671672353
934,False,1.935066307169216
935,True,6.770857621918893
936,False,1.6848475023116387
937,False,2.9388605665987413
938,False,3.350177135965323
939,False,1.60127896810766
940,False,2.8277999973276415
941,False,2.9802431636392406
942,False,1.496235107120936
943,False,3.818543180305959
944,False,4.61776086413047
945,False,2.337953090906227
946,False,2.2552369102061762
947,False,3.3841350226779077
948,False,3.0174893652972643
949,False,1.4749417572285004
950,False,3.081887035200613
951,False,2.659818992043587
952,False,1.941730697351931
953,False,1.68998822860202
954,False,2.313069511385579
955,True,310.75996325853697
956,False,1.724113378418809
957,False,1.9355157772302054
958,False,1.995089097701233
959,False,2.248693194753662
960,False,3.509033365115396
961,False,2.0703678190286516
962,False,2.200673741779439
963,False,1.7815724130775703
964,False,2.30565485722829
965,False,2.730293967291834
966,False,2.218584143385935
967,False,2.6366377789882876
968,False,2.5284246942789013
969,False,1.5329383258205598
970,True,12.211833140952374
971,False,1.652543952945911
972,True,7.827433022943514
973,False,3.4372317122143734
974,False,2.1059201210269243
975,False,1.465059949366114
976,False,2.8597600918149264
977,False,1.9334196285593168
978,True,44.86480005289346
979,True,9.774352433548934
980,False,1.5831372694862842
981,False,2.2945019008494896
982,False,2.121214577304146
983,False,2.5171746151724617
984,False,3.3576323924203164
985,True,57.84377710306454
986,False,1.7694994210080814
987,False,2.7562442368178925
988,False,1.9148668870707348
989,False,1.7920000578443889
990,False,2.1662748018847013
991,False,1.6754701242664278
992,True,35.18335516995079
993,False,2.2644929809667875
994,False,2.785477531982054
995,False,1.971207236426424
996,False,2.1559822802709854
997,False,2.826136214219884
998,False,1.6817160500223467
999,False,1.485837113026623
